Topic,scopus_id,year
34,2-s2.0-84941742117,2015
24,2-s2.0-84940930310,2015
5,2-s2.0-84940925371,2015
13,2-s2.0-84939450546,2015
13,2-s2.0-84939231553,2015
7,2-s2.0-84938898927,2015
7,2-s2.0-84938872515,2015
-1,2-s2.0-84937468148,2015
0,2-s2.0-84930812693,2015
0,2-s2.0-84930016125,2015
-1,2-s2.0-84929398109,2015
-1,2-s2.0-84929324061,2015
8,2-s2.0-84928625312,2015
0,2-s2.0-84925960082,2015
-1,2-s2.0-84925384508,2015
5,2-s2.0-84924858640,2015
3,2-s2.0-84924785443,2015
11,2-s2.0-84924756501,2015
12,2-s2.0-84924746183,2015
-1,2-s2.0-84923922416,2015
0,2-s2.0-84922462027,2015
-1,2-s2.0-84920142153,2015
3,2-s2.0-84911984595,2015
-1,2-s2.0-84907303312,2015
-1,2-s2.0-84921465775,2014
-1,2-s2.0-84919752844,2014
0,2-s2.0-84921282060,2014
32,2-s2.0-85029765130,2014
0,2-s2.0-84989928282,2014
7,2-s2.0-84921890823,2014
18,2-s2.0-84912567428,2014
54,2-s2.0-84912015649,2014
-1,2-s2.0-84911946969,2014
-1,2-s2.0-84910061622,2014
26,2-s2.0-84918820767,2014
-1,2-s2.0-84919386442,2014
-1,2-s2.0-84946403658,2014
-1,2-s2.0-84939251716,2014
9,2-s2.0-84908293440,2014
34,2-s2.0-84908144238,2014
5,2-s2.0-84907200550,2014
16,2-s2.0-84908428538,2014
-1,2-s2.0-84912001854,2014
7,2-s2.0-84927135383,2014
-1,2-s2.0-84914109169,2014
13,2-s2.0-85010919503,2014
0,2-s2.0-84982239107,2014
52,2-s2.0-84952714497,2014
-1,2-s2.0-84916622954,2014
10,2-s2.0-84909982912,2014
50,2-s2.0-84908539885,2014
-1,2-s2.0-84908433265,2014
3,2-s2.0-84926282833,2014
-1,2-s2.0-84914809593,2014
-1,2-s2.0-84946397520,2014
10,2-s2.0-84930003938,2014
-1,2-s2.0-84907868412,2014
-1,2-s2.0-84907479465,2014
50,2-s2.0-84907053331,2014
54,2-s2.0-84908690260,2014
51,2-s2.0-84905815882,2014
-1,2-s2.0-84906969107,2014
-1,2-s2.0-84926293077,2014
47,2-s2.0-84895601689,2014
0,2-s2.0-85123645334,2014
-1,2-s2.0-85130931803,2014
6,2-s2.0-84902361388,2014
9,2-s2.0-85006958697,2014
-1,2-s2.0-84898757902,2014
6,2-s2.0-84901276840,2014
17,2-s2.0-85021727702,2014
15,2-s2.0-84930922874,2014
-1,2-s2.0-84919465688,2014
16,2-s2.0-84897830840,2014
-1,2-s2.0-84897637865,2014
3,2-s2.0-84897124166,2014
-1,2-s2.0-84897851319,2014
-1,2-s2.0-84907165212,2014
28,2-s2.0-85027924140,2014
35,2-s2.0-84898756052,2014
-1,2-s2.0-84897666154,2014
-1,2-s2.0-84896764692,2014
-1,2-s2.0-84895093461,2014
2,2-s2.0-84894636467,2014
-1,2-s2.0-84894635367,2014
-1,2-s2.0-84894442734,2014
-1,2-s2.0-84894673403,2014
51,2-s2.0-84894317398,2014
13,2-s2.0-84922233675,2014
23,2-s2.0-84898868512,2014
48,2-s2.0-84894805601,2014
0,2-s2.0-84893630731,2014
43,2-s2.0-84893015828,2014
-1,2-s2.0-84892928548,2014
-1,2-s2.0-84892821859,2014
3,2-s2.0-84927573208,2014
39,2-s2.0-84892454437,2014
-1,2-s2.0-84892420975,2014
33,2-s2.0-85086963182,2014
-1,2-s2.0-85086556853,2014
10,2-s2.0-85027505846,2014
1,2-s2.0-85009820831,2014
8,2-s2.0-84979835602,2014
-1,2-s2.0-84977480702,2014
23,2-s2.0-84969915356,2014
-1,2-s2.0-84955080762,2014
-1,2-s2.0-84939461787,2014
21,2-s2.0-84938296079,2014
-1,2-s2.0-84935454439,2014
0,2-s2.0-84928165140,2014
9,2-s2.0-84928116244,2014
3,2-s2.0-84926202380,2014
-1,2-s2.0-84926125887,2014
42,2-s2.0-84925227953,2014
0,2-s2.0-84922860839,2014
24,2-s2.0-84922744502,2014
-1,2-s2.0-84915750817,2014
36,2-s2.0-84914109105,2014
16,2-s2.0-84911937692,2014
0,2-s2.0-84910095520,2014
30,2-s2.0-84907864636,2014
46,2-s2.0-84907862093,2014
42,2-s2.0-84907618482,2014
41,2-s2.0-84907509218,2014
41,2-s2.0-84907289319,2014
0,2-s2.0-84906903039,2014
0,2-s2.0-84906508200,2014
-1,2-s2.0-84905992215,2014
-1,2-s2.0-84905511595,2014
0,2-s2.0-84905438158,2014
-1,2-s2.0-84905279094,2014
0,2-s2.0-84905274425,2014
-1,2-s2.0-84904991310,2014
12,2-s2.0-84904647433,2014
17,2-s2.0-84904645985,2014
-1,2-s2.0-84904395704,2014
52,2-s2.0-84904390771,2014
2,2-s2.0-84904386024,2014
17,2-s2.0-84904381059,2014
-1,2-s2.0-84904272915,2014
12,2-s2.0-84903777242,2014
-1,2-s2.0-84903694376,2014
52,2-s2.0-84902878233,2014
17,2-s2.0-84902856423,2014
14,2-s2.0-84902811291,2014
20,2-s2.0-84902479418,2014
25,2-s2.0-84902477236,2014
-1,2-s2.0-84902289431,2014
-1,2-s2.0-84901927829,2014
-1,2-s2.0-84901853890,2014
2,2-s2.0-84901781209,2014
48,2-s2.0-84901261048,2014
43,2-s2.0-84900991998,2014
-1,2-s2.0-84900848225,2014
7,2-s2.0-84900433390,2014
2,2-s2.0-84900392563,2014
18,2-s2.0-84900299009,2014
15,2-s2.0-84899897114,2014
20,2-s2.0-84899892235,2014
1,2-s2.0-84899785213,2014
33,2-s2.0-84899765597,2014
37,2-s2.0-84899571116,2014
-1,2-s2.0-84899416218,2014
8,2-s2.0-84899056179,2014
15,2-s2.0-84898623100,2014
11,2-s2.0-84897441982,2014
35,2-s2.0-84897145541,2014
-1,2-s2.0-84896491676,2014
3,2-s2.0-84896482120,2014
0,2-s2.0-84896404395,2014
3,2-s2.0-84896328003,2014
0,2-s2.0-84896300090,2014
9,2-s2.0-84896281125,2014
-1,2-s2.0-84896279307,2014
4,2-s2.0-84893691940,2014
5,2-s2.0-84891662936,2014
9,2-s2.0-84891662295,2014
36,2-s2.0-84890866752,2014
32,2-s2.0-84890806507,2014
5,2-s2.0-84885133136,2014
5,2-s2.0-84884330920,2014
26,2-s2.0-84883612363,2014
-1,2-s2.0-84890268883,2013
-1,2-s2.0-84889675156,2013
14,2-s2.0-84893690762,2013
0,2-s2.0-84893577023,2013
12,2-s2.0-84893401321,2013
6,2-s2.0-84892387789,2013
-1,2-s2.0-84891961320,2013
15,2-s2.0-84891456007,2013
0,2-s2.0-84891359159,2013
-1,2-s2.0-84890329079,2013
52,2-s2.0-84887825800,2013
-1,2-s2.0-84887823561,2013
5,2-s2.0-84879304500,2013
-1,2-s2.0-84888029027,2013
-1,2-s2.0-84888988945,2013
7,2-s2.0-84887371264,2013
0,2-s2.0-84887770208,2013
-1,2-s2.0-84887383542,2013
2,2-s2.0-84885736521,2013
-1,2-s2.0-84880941118,2013
-1,2-s2.0-84886220153,2013
-1,2-s2.0-84885450343,2013
32,2-s2.0-84892505918,2013
26,2-s2.0-84889658772,2013
32,2-s2.0-84886383470,2013
13,2-s2.0-84885038547,2013
1,2-s2.0-84884988163,2013
-1,2-s2.0-84884555784,2013
29,2-s2.0-84884272717,2013
-1,2-s2.0-84884206326,2013
11,2-s2.0-84883749924,2013
-1,2-s2.0-84882842356,2013
-1,2-s2.0-84884526761,2013
40,2-s2.0-84884520235,2013
-1,2-s2.0-84884275229,2013
40,2-s2.0-84884201602,2013
3,2-s2.0-84884327626,2013
52,2-s2.0-84883812476,2013
0,2-s2.0-84883802113,2013
2,2-s2.0-84883746588,2013
-1,2-s2.0-84881287205,2013
2,2-s2.0-84880813437,2013
-1,2-s2.0-84880675760,2013
0,2-s2.0-84879969520,2013
45,2-s2.0-84878147138,2013
-1,2-s2.0-84875789759,2013
-1,2-s2.0-84883019624,2013
-1,2-s2.0-84881603994,2013
9,2-s2.0-84881577175,2013
-1,2-s2.0-84881559981,2013
-1,2-s2.0-84881520387,2013
17,2-s2.0-84863731179,2013
-1,2-s2.0-84881486586,2013
3,2-s2.0-84880431048,2013
-1,2-s2.0-84880868197,2013
-1,2-s2.0-84881184269,2013
28,2-s2.0-84880253221,2013
7,2-s2.0-84879573709,2013
7,2-s2.0-84877018167,2013
22,2-s2.0-84879700020,2013
30,2-s2.0-84879621145,2013
-1,2-s2.0-84893516960,2013
-1,2-s2.0-84893494408,2013
1,2-s2.0-84893480765,2013
-1,2-s2.0-84880640985,2013
-1,2-s2.0-84880371968,2013
0,2-s2.0-84880165507,2013
38,2-s2.0-84880144350,2013
30,2-s2.0-84879741186,2013
0,2-s2.0-84879730897,2013
-1,2-s2.0-84879555528,2013
1,2-s2.0-84879011535,2013
-1,2-s2.0-84878666363,2013
21,2-s2.0-84877916711,2013
-1,2-s2.0-84873570843,2013
5,2-s2.0-84878917752,2013
2,2-s2.0-84878286905,2013
-1,2-s2.0-84879705059,2013
29,2-s2.0-84879455998,2013
40,2-s2.0-84879095060,2013
1,2-s2.0-84878652221,2013
7,2-s2.0-84878650936,2013
33,2-s2.0-84878097085,2013
0,2-s2.0-84877582542,2013
-1,2-s2.0-84876197741,2013
-1,2-s2.0-84876100138,2013
12,2-s2.0-84993081821,2013
3,2-s2.0-84878099322,2013
-1,2-s2.0-84877254340,2013
-1,2-s2.0-84992979567,2013
-1,2-s2.0-84892578321,2013
-1,2-s2.0-84878236148,2013
-1,2-s2.0-84878171882,2013
2,2-s2.0-84878171599,2013
2,2-s2.0-84876167488,2013
40,2-s2.0-84902435686,2013
21,2-s2.0-84878259845,2013
33,2-s2.0-84877828571,2013
-1,2-s2.0-84877687407,2013
29,2-s2.0-84875234129,2013
53,2-s2.0-84875098916,2013
19,2-s2.0-84874850230,2013
3,2-s2.0-84874412728,2013
-1,2-s2.0-84944630899,2013
50,2-s2.0-84880072517,2013
0,2-s2.0-84889833724,2013
2,2-s2.0-84875008266,2013
0,2-s2.0-84875583036,2013
-1,2-s2.0-84873999157,2013
2,2-s2.0-84873995910,2013
48,2-s2.0-84873690512,2013
12,2-s2.0-84873641730,2013
-1,2-s2.0-84873569742,2013
33,2-s2.0-84873121524,2013
49,2-s2.0-84872442360,2013
35,2-s2.0-84874226657,2013
3,2-s2.0-84873959479,2013
40,2-s2.0-84873918826,2013
5,2-s2.0-84873909894,2013
54,2-s2.0-84873876584,2013
35,2-s2.0-84873837912,2013
-1,2-s2.0-84873569859,2013
11,2-s2.0-84873427017,2013
7,2-s2.0-84872733236,2013
-1,2-s2.0-84870668938,2013
-1,2-s2.0-85058183928,2013
-1,2-s2.0-85044977044,2013
0,2-s2.0-85041610654,2013
-1,2-s2.0-85001930717,2013
-1,2-s2.0-84979598562,2013
6,2-s2.0-84951015675,2013
5,2-s2.0-84929991361,2013
-1,2-s2.0-84923434503,2013
17,2-s2.0-84920419522,2013
22,2-s2.0-84907313262,2013
8,2-s2.0-84905126605,2013
-1,2-s2.0-84904703604,2013
-1,2-s2.0-84900322627,2013
12,2-s2.0-84898491653,2013
0,2-s2.0-84897449417,2013
-1,2-s2.0-84897034037,2013
15,2-s2.0-84896706525,2013
12,2-s2.0-84891535822,2013
-1,2-s2.0-84883519775,2013
0,2-s2.0-84881016577,2013
51,2-s2.0-84880463235,2013
-1,2-s2.0-84879114244,2013
-1,2-s2.0-84879096884,2013
0,2-s2.0-84877720173,2013
10,2-s2.0-84876166674,2013
24,2-s2.0-84876153292,2013
3,2-s2.0-84875583795,2013
-1,2-s2.0-84871992755,2013
3,2-s2.0-84871020778,2013
0,2-s2.0-84870479689,2013
-1,2-s2.0-84870251019,2013
-1,2-s2.0-84865415720,2013
-1,2-s2.0-84871311874,2012
-1,2-s2.0-84877042416,2012
14,2-s2.0-84871161011,2012
39,2-s2.0-84904957084,2012
-1,2-s2.0-84883391056,2012
-1,2-s2.0-84883352643,2012
7,2-s2.0-84881003071,2012
9,2-s2.0-84879951384,2012
-1,2-s2.0-84877901853,2012
1,2-s2.0-84877764727,2012
9,2-s2.0-84875013625,2012
3,2-s2.0-84874376891,2012
3,2-s2.0-84874356817,2012
16,2-s2.0-84873855566,2012
50,2-s2.0-84873196763,2012
-1,2-s2.0-84872920024,2012
3,2-s2.0-84870896357,2012
41,2-s2.0-84869045117,2012
26,2-s2.0-84868306955,2012
22,2-s2.0-84867336308,2012
45,2-s2.0-84888436310,2012
14,2-s2.0-84870841847,2012
-1,2-s2.0-84870284523,2012
43,2-s2.0-84869209877,2012
0,2-s2.0-84868576638,2012
33,2-s2.0-84868567625,2012
18,2-s2.0-84868279071,2012
9,2-s2.0-84867928823,2012
0,2-s2.0-84867900789,2012
11,2-s2.0-84867682238,2012
5,2-s2.0-84867011879,2012
-1,2-s2.0-84984933793,2012
58,2-s2.0-84866937052,2012
5,2-s2.0-84866918714,2012
2,2-s2.0-84944058075,2012
-1,2-s2.0-84867726370,2012
56,2-s2.0-84867272053,2012
26,2-s2.0-84867101922,2012
13,2-s2.0-84866905345,2012
9,2-s2.0-84866459394,2012
3,2-s2.0-84865378855,2012
18,2-s2.0-84865122022,2012
1,2-s2.0-84864651713,2012
0,2-s2.0-84866107344,2012
-1,2-s2.0-84866005955,2012
-1,2-s2.0-84865718496,2012
-1,2-s2.0-84872048576,2012
14,2-s2.0-84866697446,2012
-1,2-s2.0-84866666701,2012
3,2-s2.0-84866417042,2012
1,2-s2.0-84866136521,2012
2,2-s2.0-84865738867,2012
14,2-s2.0-84864851772,2012
-1,2-s2.0-84864575073,2012
25,2-s2.0-84858754202,2012
-1,2-s2.0-84865202009,2012
0,2-s2.0-84865654911,2012
7,2-s2.0-84862307900,2012
-1,2-s2.0-84864427873,2012
0,2-s2.0-84863527820,2012
3,2-s2.0-84863524203,2012
0,2-s2.0-84863513550,2012
1,2-s2.0-84863510525,2012
-1,2-s2.0-84871914523,2012
-1,2-s2.0-84864300694,2012
18,2-s2.0-84861481158,2012
24,2-s2.0-84861622335,2012
8,2-s2.0-84863498731,2012
17,2-s2.0-84863473772,2012
14,2-s2.0-84862680609,2012
9,2-s2.0-84862222133,2012
4,2-s2.0-84862001280,2012
-1,2-s2.0-84861704103,2012
2,2-s2.0-84861580693,2012
12,2-s2.0-84859604726,2012
5,2-s2.0-84855474831,2012
29,2-s2.0-84858037023,2012
9,2-s2.0-84860828790,2012
15,2-s2.0-84883228074,2012
13,2-s2.0-84862808610,2012
-1,2-s2.0-84861224158,2012
-1,2-s2.0-84860239056,2012
20,2-s2.0-84859725404,2012
-1,2-s2.0-84858447694,2012
1,2-s2.0-84862167446,2012
-1,2-s2.0-84860126191,2012
3,2-s2.0-84873054386,2012
0,2-s2.0-84863346814,2012
23,2-s2.0-84862173199,2012
13,2-s2.0-84859006563,2012
22,2-s2.0-84858708725,2012
12,2-s2.0-84858307273,2012
-1,2-s2.0-84858390557,2012
1,2-s2.0-84858320206,2012
-1,2-s2.0-84871694368,2012
0,2-s2.0-84863181039,2012
-1,2-s2.0-84858402421,2012
-1,2-s2.0-84857694384,2012
-1,2-s2.0-84857311318,2012
0,2-s2.0-84857251743,2012
3,2-s2.0-84857345792,2012
16,2-s2.0-84855880702,2012
26,2-s2.0-85123147298,2012
-1,2-s2.0-85123143467,2012
-1,2-s2.0-85055152340,2012
-1,2-s2.0-85002448672,2012
6,2-s2.0-84949785307,2012
-1,2-s2.0-84920512152,2012
6,2-s2.0-84900295467,2012
-1,2-s2.0-84891868745,2012
-1,2-s2.0-84891527561,2012
16,2-s2.0-84879661303,2012
-1,2-s2.0-84876357734,2012
1,2-s2.0-84873831915,2012
20,2-s2.0-84872864423,2012
-1,2-s2.0-84872228848,2012
5,2-s2.0-84869999811,2012
15,2-s2.0-84868631594,2012
-1,2-s2.0-84868548605,2012
10,2-s2.0-84866045399,2012
0,2-s2.0-84865461544,2012
12,2-s2.0-84865380900,2012
32,2-s2.0-84864649026,2012
10,2-s2.0-84864390294,2012
10,2-s2.0-84864346645,2012
-1,2-s2.0-84864132110,2012
1,2-s2.0-84860842390,2012
-1,2-s2.0-84857961721,2012
-1,2-s2.0-84857598523,2012
0,2-s2.0-84857526433,2012
-1,2-s2.0-84856297369,2012
38,2-s2.0-84856163859,2012
18,2-s2.0-84455191816,2012
3,2-s2.0-82955237227,2012
19,2-s2.0-80054880490,2012
-1,2-s2.0-83755171497,2011
0,2-s2.0-83655203143,2011
3,2-s2.0-83455255199,2011
-1,2-s2.0-84898237794,2011
21,2-s2.0-84887040024,2011
14,2-s2.0-84885676500,2011
-1,2-s2.0-84864955611,2011
-1,2-s2.0-84858304171,2011
-1,2-s2.0-84855686466,2011
21,2-s2.0-84855674970,2011
6,2-s2.0-84855569049,2011
0,2-s2.0-84255195261,2011
-1,2-s2.0-82355184695,2011
12,2-s2.0-82055169479,2011
2,2-s2.0-81855205005,2011
-1,2-s2.0-81255187841,2011
23,2-s2.0-80054961790,2011
-1,2-s2.0-80155195387,2011
27,2-s2.0-80055084599,2011
7,2-s2.0-84976351949,2011
-1,2-s2.0-84890253150,2011
43,2-s2.0-82055201399,2011
-1,2-s2.0-81355135817,2011
3,2-s2.0-80455141487,2011
-1,2-s2.0-80255138360,2011
7,2-s2.0-80054928571,2011
1,2-s2.0-80053174071,2011
-1,2-s2.0-84863421273,2011
18,2-s2.0-84855944242,2011
-1,2-s2.0-81255163725,2011
-1,2-s2.0-80555145901,2011
5,2-s2.0-80054734746,2011
48,2-s2.0-80054018053,2011
12,2-s2.0-80053283489,2011
9,2-s2.0-80053262817,2011
1,2-s2.0-79959931404,2011
-1,2-s2.0-80052882091,2011
-1,2-s2.0-80052877801,2011
32,2-s2.0-80052149284,2011
20,2-s2.0-84864921458,2011
6,2-s2.0-84856658630,2011
17,2-s2.0-80054046012,2011
50,2-s2.0-80053102105,2011
45,2-s2.0-80053069063,2011
5,2-s2.0-80052883302,2011
0,2-s2.0-80052599303,2011
-1,2-s2.0-80052503323,2011
9,2-s2.0-80051694647,2011
5,2-s2.0-80052586780,2011
-1,2-s2.0-80052561932,2011
7,2-s2.0-80051961138,2011
15,2-s2.0-80051747731,2011
3,2-s2.0-80051495134,2011
3,2-s2.0-80051478877,2011
26,2-s2.0-79961087481,2011
7,2-s2.0-79960942821,2011
-1,2-s2.0-79960780359,2011
29,2-s2.0-79960773654,2011
14,2-s2.0-79960369882,2011
1,2-s2.0-79958038787,2011
6,2-s2.0-79954595139,2011
49,2-s2.0-79960625192,2011
2,2-s2.0-84857084379,2011
10,2-s2.0-84855776182,2011
0,2-s2.0-80051743290,2011
9,2-s2.0-79960540770,2011
-1,2-s2.0-79960312682,2011
38,2-s2.0-79960305179,2011
35,2-s2.0-79957959767,2011
14,2-s2.0-79956132700,2011
22,2-s2.0-79953032542,2011
9,2-s2.0-79959559013,2011
0,2-s2.0-79958749836,2011
-1,2-s2.0-79958717867,2011
14,2-s2.0-79958043754,2011
-1,2-s2.0-84865418716,2011
0,2-s2.0-79960927043,2011
0,2-s2.0-79960923303,2011
38,2-s2.0-79960810671,2011
-1,2-s2.0-79959984357,2011
26,2-s2.0-79959331100,2011
-1,2-s2.0-79959280564,2011
-1,2-s2.0-79958019731,2011
29,2-s2.0-79958014440,2011
-1,2-s2.0-79957608238,2011
-1,2-s2.0-79957561266,2011
34,2-s2.0-79955730477,2011
45,2-s2.0-79952450055,2011
5,2-s2.0-79751530147,2011
49,2-s2.0-79957664573,2011
16,2-s2.0-79955852090,2011
58,2-s2.0-79955939198,2011
17,2-s2.0-79955931506,2011
49,2-s2.0-79954596312,2011
8,2-s2.0-79953682832,2011
-1,2-s2.0-79957983118,2011
7,2-s2.0-80053645763,2011
24,2-s2.0-79957844218,2011
12,2-s2.0-79957798405,2011
0,2-s2.0-79956327059,2011
16,2-s2.0-79955463468,2011
7,2-s2.0-79955462151,2011
17,2-s2.0-79954493047,2011
23,2-s2.0-79953854832,2011
5,2-s2.0-79952998590,2011
-1,2-s2.0-79952606089,2011
32,2-s2.0-79951945391,2011
24,2-s2.0-79951944112,2011
16,2-s2.0-79952668621,2011
-1,2-s2.0-79952387189,2011
-1,2-s2.0-84890435147,2011
-1,2-s2.0-79957827820,2011
26,2-s2.0-79953113700,2011
11,2-s2.0-79953067750,2011
26,2-s2.0-79953062535,2011
16,2-s2.0-79952350816,2011
9,2-s2.0-79952123647,2011
20,2-s2.0-79952123323,2011
36,2-s2.0-79951574527,2011
-1,2-s2.0-79551618001,2011
3,2-s2.0-79954524248,2011
41,2-s2.0-79952975843,2011
-1,2-s2.0-79952582276,2011
3,2-s2.0-79952146184,2011
13,2-s2.0-79551494691,2011
10,2-s2.0-78651422990,2011
-1,2-s2.0-78649857888,2011
22,2-s2.0-85009428640,2011
13,2-s2.0-85009380216,2011
39,2-s2.0-84859250387,2011
10,2-s2.0-84856406606,2011
-1,2-s2.0-84856003100,2011
-1,2-s2.0-84855395217,2011
0,2-s2.0-80053253645,2011
0,2-s2.0-80052147470,2011
-1,2-s2.0-79960414247,2011
50,2-s2.0-79957634658,2011
-1,2-s2.0-79955161956,2011
7,2-s2.0-79952379342,2011
-1,2-s2.0-79952216434,2011
0,2-s2.0-79251615022,2011
3,2-s2.0-79251488780,2011
8,2-s2.0-79251487222,2011
-1,2-s2.0-79251472422,2011
35,2-s2.0-78951476692,2011
15,2-s2.0-78650219954,2011
-1,2-s2.0-78650212992,2011
-1,2-s2.0-78650096259,2011
-1,2-s2.0-78649779143,2011
14,2-s2.0-78649671286,2010
-1,2-s2.0-78649658714,2010
8,2-s2.0-84878510468,2010
0,2-s2.0-84870967864,2010
1,2-s2.0-84860739675,2010
7,2-s2.0-84860486811,2010
58,2-s2.0-80052329900,2010
20,2-s2.0-79952979543,2010
-1,2-s2.0-79952949243,2010
12,2-s2.0-79952941721,2010
14,2-s2.0-79952940026,2010
4,2-s2.0-79951983995,2010
-1,2-s2.0-79951972331,2010
14,2-s2.0-79951963250,2010
49,2-s2.0-78650703288,2010
11,2-s2.0-78650700658,2010
35,2-s2.0-78650610810,2010
26,2-s2.0-78649423584,2010
-1,2-s2.0-78649422886,2010
3,2-s2.0-78649392711,2010
3,2-s2.0-78149359252,2010
-1,2-s2.0-78049419642,2010
9,2-s2.0-79958085596,2010
0,2-s2.0-78149401691,2010
-1,2-s2.0-77958587512,2010
12,2-s2.0-77957757466,2010
47,2-s2.0-78650293872,2010
1,2-s2.0-78149361155,2010
38,2-s2.0-78049502200,2010
0,2-s2.0-78049268202,2010
-1,2-s2.0-77957125249,2010
-1,2-s2.0-77956412266,2010
18,2-s2.0-77955711271,2010
-1,2-s2.0-77957037562,2010
20,2-s2.0-77956528175,2010
-1,2-s2.0-77956305503,2010
41,2-s2.0-77956082780,2010
30,2-s2.0-77958585739,2010
-1,2-s2.0-77958533708,2010
0,2-s2.0-77958102245,2010
-1,2-s2.0-77956649108,2010
43,2-s2.0-77955268281,2010
8,2-s2.0-77956497675,2010
-1,2-s2.0-77955891578,2010
36,2-s2.0-77955854996,2010
12,2-s2.0-77955475862,2010
0,2-s2.0-84903403368,2010
56,2-s2.0-77955299070,2010
48,2-s2.0-77955222169,2010
18,2-s2.0-77955118010,2010
-1,2-s2.0-77953806727,2010
-1,2-s2.0-77954945302,2010
-1,2-s2.0-77954635980,2010
38,2-s2.0-77954626827,2010
-1,2-s2.0-77954607084,2010
11,2-s2.0-77954598809,2010
16,2-s2.0-77954587062,2010
-1,2-s2.0-77958064178,2010
11,2-s2.0-77955077271,2010
40,2-s2.0-77954883597,2010
32,2-s2.0-77954723271,2010
-1,2-s2.0-77954526113,2010
2,2-s2.0-77954212225,2010
26,2-s2.0-77954005432,2010
-1,2-s2.0-77952541600,2010
-1,2-s2.0-77953301623,2010
-1,2-s2.0-77955955408,2010
-1,2-s2.0-77955951933,2010
0,2-s2.0-77954684501,2010
-1,2-s2.0-77954265945,2010
11,2-s2.0-77953981232,2010
3,2-s2.0-77953909900,2010
-1,2-s2.0-77952425865,2010
55,2-s2.0-77951025582,2010
-1,2-s2.0-77951024745,2010
0,2-s2.0-77951022583,2010
18,2-s2.0-77950630203,2010
18,2-s2.0-77950628412,2010
0,2-s2.0-77952228168,2010
18,2-s2.0-77955690185,2010
10,2-s2.0-77955287996,2010
-1,2-s2.0-77954635343,2010
2,2-s2.0-77952095667,2010
-1,2-s2.0-77950880546,2010
-1,2-s2.0-78149231488,2010
1,2-s2.0-77956127703,2010
-1,2-s2.0-77954374932,2010
-1,2-s2.0-77952980923,2010
-1,2-s2.0-77951542731,2010
-1,2-s2.0-77951189729,2010
-1,2-s2.0-77950607973,2010
19,2-s2.0-77950415019,2010
15,2-s2.0-77649174116,2010
-1,2-s2.0-77249117149,2010
15,2-s2.0-76749093023,2010
17,2-s2.0-77949561119,2010
38,2-s2.0-77049125949,2010
-1,2-s2.0-77954716978,2010
15,2-s2.0-77954256635,2010
-1,2-s2.0-77951210658,2010
33,2-s2.0-77951093705,2010
-1,2-s2.0-77950111411,2010
1,2-s2.0-77949313161,2010
18,2-s2.0-71849089581,2010
9,2-s2.0-71549132705,2010
-1,2-s2.0-75649094190,2010
14,2-s2.0-75649135275,2010
-1,2-s2.0-84873257570,2010
-1,2-s2.0-85087246894,2010
16,2-s2.0-85069300401,2010
-1,2-s2.0-84905080733,2010
48,2-s2.0-84857607604,2010
21,2-s2.0-84857515801,2010
-1,2-s2.0-79960029610,2010
-1,2-s2.0-79952257259,2010
-1,2-s2.0-78651417667,2010
-1,2-s2.0-78049449814,2010
10,2-s2.0-77958033477,2010
-1,2-s2.0-77957659597,2010
3,2-s2.0-77957578403,2010
1,2-s2.0-77957286344,2010
-1,2-s2.0-77955690674,2010
15,2-s2.0-77955648364,2010
-1,2-s2.0-77954631891,2010
19,2-s2.0-77953503329,2010
56,2-s2.0-77952203005,2010
20,2-s2.0-77952069559,2010
-1,2-s2.0-77952038940,2010
1,2-s2.0-77951809855,2010
21,2-s2.0-77951489961,2010
-1,2-s2.0-77949917625,2010
27,2-s2.0-77249176135,2010
-1,2-s2.0-76449083750,2010
26,2-s2.0-75949113688,2010
1,2-s2.0-68849110013,2009
-1,2-s2.0-70349569024,2009
-1,2-s2.0-70649087956,2009
-1,2-s2.0-84863013615,2009
9,2-s2.0-84856655725,2009
-1,2-s2.0-77954772004,2009
-1,2-s2.0-77951279254,2009
-1,2-s2.0-77950619678,2009
18,2-s2.0-77949462844,2009
0,2-s2.0-71849096157,2009
0,2-s2.0-70349843852,2009
-1,2-s2.0-71949100173,2009
-1,2-s2.0-84923500195,2009
36,2-s2.0-71949117207,2009
12,2-s2.0-71949103553,2009
0,2-s2.0-72049127270,2009
5,2-s2.0-70449119089,2009
14,2-s2.0-70350722245,2009
43,2-s2.0-70349690156,2009
19,2-s2.0-70349454152,2009
19,2-s2.0-70349452201,2009
-1,2-s2.0-70349441052,2009
12,2-s2.0-70349306624,2009
13,2-s2.0-70349108725,2009
-1,2-s2.0-68949182878,2009
-1,2-s2.0-68149136722,2009
-1,2-s2.0-70349304966,2009
-1,2-s2.0-79960334365,2009
50,2-s2.0-70350121798,2009
-1,2-s2.0-70349705456,2009
-1,2-s2.0-70349310532,2009
0,2-s2.0-67649529344,2009
21,2-s2.0-64449084560,2009
1,2-s2.0-68249154770,2009
57,2-s2.0-70350302934,2009
9,2-s2.0-70349194604,2009
13,2-s2.0-69649091403,2009
19,2-s2.0-67650585964,2009
16,2-s2.0-67651036586,2009
-1,2-s2.0-68249138307,2009
0,2-s2.0-70349643414,2009
1,2-s2.0-79960035020,2009
26,2-s2.0-73149087936,2009
18,2-s2.0-70449604668,2009
16,2-s2.0-70449596040,2009
-1,2-s2.0-70449585007,2009
35,2-s2.0-70449437137,2009
42,2-s2.0-70449135284,2009
2,2-s2.0-70350714053,2009
